epoch_pipes,epoch_loss_clip,epoch_loss_val,epoch_loss_ent,epoch_loss_tot,epoch_test_pipes
0.012738853503184714,0.005024783138651401,0.3359166085720062,0.6787535026669502,0.1561459864024073,0.0
0.09154929577464789,0.011775357066653669,0.2669390747323632,0.6476326212286949,0.11521785554941744,0.0
0.23622047244094488,0.007459393673343584,0.36639865301549435,0.6091642454266548,0.16964828921481967,0.0
0.23387096774193547,0.003137111314572394,0.3616171982139349,0.6002992354333401,0.17166849598288536,0.0
0.3504273504273504,0.004253121500369161,0.3779213950037956,0.5935887210071087,0.17877168767154217,0.0
0.391304347826087,0.0027112380194012076,0.3839390520006418,0.5894122272729874,0.1833641678094864,0.0
0.41025641025641024,0.0110961651080288,0.371292432770133,0.5653999038040638,0.168896053917706,0.0
0.8367346938775511,0.011544992681592703,0.40417133271694183,0.5517699122428894,0.18502297531813383,0.0
1.4605263157894737,0.009867488930467516,0.40242994017899036,0.5365063510835171,0.1859824159182608,0.0
1.7941176470588236,0.016435253142844886,0.36529860831797123,0.511836925521493,0.16109568113461137,4.666666666666667
4.095238095238095,0.013437564892228693,0.307060182094574,0.4648378361016512,0.13544414727948606,20.333333333333332
5.966666666666667,0.010954300756566226,0.21453843172639608,0.4514993615448475,0.09179992170538753,4.0
7.32,0.00885062399902381,0.1747094294987619,0.41995461098849773,0.07430454599671066,8.333333333333334
12.333333333333334,0.007669393438845873,0.11375222189558877,0.41687948670652175,0.04503792281159096,22.333333333333332
23.22222222222222,0.0022274386137723923,0.08980162651278079,0.4259953461587429,0.038413421309087425,11.666666666666666
24.22222222222222,0.0032650485963505857,0.048485303407206255,0.4076777696609497,0.016900825697709534,21.333333333333332
22.77777777777778,0.0003252986934967339,0.0565367431845516,0.41999875754117966,0.02374308492289856,34.0
34.857142857142854,0.0008162225001595087,0.046011416965888605,0.3898141450352139,0.01829134385722379,36.0
46.6,-0.00023731430444647283,0.04107414657140479,0.39422720144776735,0.01683211621061406,60.333333333333336
95.66666666666667,0.0006300434359304962,0.023922408088332132,0.3952099084854126,0.007379061875066587,51.333333333333336
81.66666666666667,0.00048675759333289333,0.030623159060875576,0.38937020467387307,0.010931120551605191,51.0
161.5,-0.0023471472744384537,0.020876228444926117,0.3985765252424323,0.008799496734433847,63.0
139.5,-0.0028045780956745146,0.028004140919074418,0.39392788857221606,0.012867369118612259,40.333333333333336
138.0,0.002941705984994769,0.02007266511209309,0.38548785001039504,0.003239747602492571,20.666666666666668
113.66666666666667,0.0013352258317172528,0.029631375521421432,0.38031169533729553,0.009677345091477036,33.666666666666664
36.55555555555556,0.0022746028751134875,0.03605830285698176,0.38045000076293944,0.011950048925355077,97.66666666666667
265.0,0.0015425483058941992,0.015158192793789663,0.3844870815151616,0.002191677346433464,539.0
220.0,-0.00016287207836285233,0.017300008214078844,0.38295085821300745,0.004983367573004216,2261.0
259.0,0.0005808796880668716,0.018110671619835653,0.39397287525628744,0.004534726643836812,109.66666666666667
82.0,0.0002093772442700962,0.01762577483896166,0.3800188824534416,0.004803321751145025,1371.0
